Right_Foot Strike,Left_Foot Off,Left_Foot Strike,Right_Foot Off,Right_Foot Strike,Left_Foot Off,Left_Foot Strike,Right_Foot Off
6.224999904632568,6.380000114440918,6.769999980926514,6.929999828338623,7.329999923706055,7.480000019073486,7.909999847412109,8.079999923706055
